# x y z lon lat height
 -551243.46812909,  1300632.78871363,  6198882.45639465,  112.9685487842,  77.2455471531, -0.0000
-5914114.63397459, -1855214.34240812, -1498971.76267949, -162.5837417831, -13.6834059476, 0.0000
 3124206.36232919,  4009778.63314199,  3839568.45512700,   52.0761735861,  37.2506073415, -0.0000
 -119473.07449968,  1056883.08109120, -6267742.61685923,   96.4494991023, -80.4321310921, -0.0000
-2374354.08209900,  4046753.73760203, -4306030.12378770,  120.4014510533, -42.7362863766, -0.0000
-4921319.13675043,  1105315.63042202,  3890695.01737346,  167.3415725329,  37.8315666029, -0.0000
 2005867.84447958,  5557872.68773126,  2393442.97908411,   70.1551986354,  22.1854762943, -0.0000
-4339629.18295505,    71625.46313456, -4657992.46384189,  179.0544205545, -47.2144605509, 0.0000
  796398.11263331,  4412603.17310826,  4520793.72427642,   79.7692451239,  45.4271907330, -0.0000
 3943544.63934084,  4252656.08965397, -2645155.61275106,   47.1598289620, -24.6625974245, 0.0000
 3640027.73594578, -5223425.87068309,   381667.52889275,  -55.1286718852,   3.4537338845, 0.0000
 2875543.65713773, -3115470.59260248,  4749075.96421500,  -47.2933443529,  48.4346042047, 0.0000
 2727116.46504369, -4151896.32964059,  3987239.54533104,  -56.7016356317,  38.9411720620, 0.0000
 5953245.04159643, -1531756.08751457, -1695246.29002388,  -14.4290928869, -15.5165899966, 0.0000
 6144641.27429481,  -632632.00943961,  1583318.26218253,   -5.8782729068,  14.4693632278, 0.0000
 4694895.63963168,  2822181.90546209,  3256135.87485802,   31.0107946125,  30.8973787304, -0.0000
 -387309.33385049, -5255922.91146608, -3580432.99587744,  -94.2145125042, -34.3703820521, -0.0000
 4547453.48430956, -3575211.93766195,  2677840.58762859,  -38.1744605468,  24.9877103153, -0.0000
 1989387.25764911,  5571069.54313877,  2376570.80671307,   70.3487338743,  22.0210200150, -0.0000
-4757541.12108209,  2703720.66435146, -3265647.80365520,  150.3903392598, -30.9974144985, 0.0000
 4804718.87528085,  2289872.14912133, -3502728.37380250,   25.4819162460, -33.5258888763, 0.0000
 2983767.86290710,  2918015.48380489, -4806996.52208265,   44.3616881994, -49.2258059964, 0.0000
 -678944.92871024, -4937740.87251317,  3966402.94388968,  -97.8291398148,  38.7002605776, 0.0000
 6219961.38071356,  1080965.68834192,  -904824.57812743,    9.8589513794,  -8.2104699198, 0.0000
-1528447.44109699, -3124355.84623066, -5328370.84792697, -116.0680661577, -57.0407593754, -0.0000
 1150993.46252511, -5812030.69194361, -2353468.93823130,  -78.7982887372, -21.7961452811, -0.0000
-3372985.49028586, -4282776.31353617,  3299704.16253361, -128.2229021005,  31.3564340198, 0.0000
 5695405.30429208,  2827374.85479157,  -497267.46575757,   26.4012196074,  -4.5016725559, 0.0000
-4227071.98582031,  4762716.10167140,   358002.20785313,  131.5901414773,   3.2393535681, 0.0000
-4323697.92059024,  -308309.65889938, -4663117.51277733, -175.9213169946, -47.2823704246, -0.0000
-5849390.36554100, -1954900.69607708, -1620472.08111134, -161.5200686781, -14.8164285560, -0.0000
-1180898.08006412, -6193958.44054706,   956464.68518220, -100.7940851085,   8.6825073704, -0.0000
  129608.16097813,  2230351.50594133, -5954027.82167024,   86.6742199429, -69.5587982091, 0.0000
  531781.50565112,  3058302.71728098,  5553089.23009200,   80.1359611050,  60.9583149269, 0.0000
-3261634.26114339, -2961625.03944000, -4596602.38629582, -137.7599629166, -46.4075767799, -0.0000
  117899.23964812,   870370.71509299,  6296190.82628478,   82.2857456054,  82.1109714594, 0.0000
 -801787.05977098, -4447222.11997306, -4486017.88697090, -100.2200345825, -44.9830708458, 0.0000
-5407152.53725856, -2227209.30128224, -2537611.66274406, -157.6132085322, -23.5986484039, 0.0000
 4096454.46597538,  3977624.36923253, -2832687.46200346,   44.1568113658, -26.5397686465, 0.0000
-4242063.80809847, -2150402.94911064, -4235609.07475480, -153.1184666244, -41.8790288914, 0.0000
 3300097.25425342,   698368.21632179,  5395007.97009810,   11.9486759982,  58.1574107733, -0.0000
-3468962.17254870,  2348481.19941282, -4793403.54851627,  145.9020698558, -49.0390063054, 0.0000
